,Temperature (K),Luminosity (L/Lo),Radius (R/Ro),Distance (ly)
60,-0.5263193025182191,-0.465485638407429,-0.40071885557512743,-0.5385472674354506
61,-0.04237948197235651,-0.46444879146439094,-0.3959048225309615,-0.4992173582107551
62,2.2169891817436493,0.8070135440179405,-0.25546289987167864,3.1501160164469155
63,-0.9131056684556005,-0.4655782679871654,-0.40572590016615306,-0.5276463074851294
64,-0.046549739363951084,-0.46459121563273414,-0.3954805516176676,-0.5006843935374073
65,2.2117879384688184,0.8069746447654268,-0.2549212663519461,3.150313628416952
66,0.03713051587866872,-0.46413159271274024,-0.3954669772865241,-0.45032008556056985
67,-0.8251711355349772,2.5201172361344932,3.7425490784022752,0.6405079037475526
68,2.2152191086439057,0.8068439075489798,-0.25548166537157296,3.149207748126887
69,1.5915657334322646,-0.3138726370946103,-0.38005067401181375,-0.10198797941267547
70,1.9056421246676087,0.7192891289750075,-0.36501956799794977,0.10065527679566194
71,-0.8635318411959684,-0.46550821081563987,-0.40578683729460885,-0.5347359171482959
72,-0.8653371046108843,-0.465570760572072,-0.4062718232292987,-0.5347425549195252
73,1.947127380490472,0.05571645505447573,-0.3718424078950448,-0.08323173229500345
74,-0.1861162921172178,4.17870091867661,0.5433460340006023,4.258465390969151
75,1.5999942673971037,-0.3138307676611659,-0.38028001311571863,-0.10291912378859995
76,-0.17881237832674074,-0.46499886207078445,-0.39798877211841727,-0.49974301904686236
77,-0.5290567343896608,-0.4653658515991149,-0.401505085525609,-0.5385200194743154
78,-0.046725139920380784,-0.46465685612711893,-0.3959748355650434,-0.4995499708896766
79,-0.33658382035934414,-0.21662934664642672,-0.07435430364872567,0.025919739829755768
80,-0.9094098324495803,-0.4655764882380862,-0.4063892880779076,-0.5282374357021157
81,-0.8148459480711387,2.520081541363839,3.7427110434523727,0.6402735278178716
82,-0.3029814177279697,-0.4651243421536026,-0.3994822713324062,-0.5145910311591075
83,-0.4346943265289604,-0.4652887024644448,-0.3976157170145136,-0.5258147342043643
84,-0.824735690015363,2.5200219214639983,3.7427804473573514,0.6405065017457661
85,-0.006869437051537223,-0.46477238277357913,-0.39890487381231227,-0.5304811767864489
86,1.9026365496937703,0.7193508686197602,-0.36440284915428983,0.10050064318012428
87,-0.7200102379143865,-0.46138975101473034,-0.2883514133885549,-0.47845950381305263
88,-0.9126020024220883,-0.46549720222546676,-0.40635857504134487,-0.5279722039376711
89,2.219327779714863,0.8069669719321826,-0.2555983850184502,3.150346547106403
90,-0.8335102972125746,-0.46551597941942935,-0.40521669706120295,-0.530233125003557
91,-0.495957581435549,-0.4134224410682798,-0.23109771005705654,0.05040143281237599
92,-0.18732154941580834,4.178759241289656,0.542524648500634,4.257213611047426
93,-0.04213986058984024,-0.46458582207982174,-0.39610724393090246,-0.4998932354622389
94,2.279761038407653,0.12694851402464155,-0.36754392950273806,0.04784218582224429
95,1.9497673873472687,0.05591343138875166,-0.37181861445776554,-0.0834350570123699
96,-0.6386338426409149,-0.4635835212525258,-0.35103897943158435,-0.4665819342008777
97,-0.31422273093792624,-0.46532594328721616,-0.399272346008399,-0.5149868379531816
98,-0.8182502638643353,-0.2285955375901239,2.774679279372899,0.4708522715076931
99,-0.6385499320575657,-0.46364972907962726,-0.3505703476777602,-0.46692097982518266
100,-0.9088774714388096,-0.46560803440352627,-0.4056423163104722,-0.5312531287553195
101,1.9557758939349934,0.055874380913083894,-0.3725535249073562,-0.08373858404407548
102,2.2783590001211964,0.12683445946082378,-0.3679663361019187,0.04634268272758508
103,-0.8892227869864322,-0.2593952994259987,1.3239701241878497,0.22673369089857465
104,-0.3028650602643241,-0.4653030538380747,-0.39904935105598716,-0.5143890958716842
105,-0.8227738234341483,2.5199980903806924,3.743043749814332,0.6409645640313667
106,-0.8637741882207892,-0.46559143832127664,-0.40597854191569166,-0.53480251019992
107,0.6330295256340568,-0.3909542665667154,-0.3640303470886764,-0.2791754054651587
108,-0.7688165421730293,-0.45327956792489393,-0.1999449756572708,-0.42557291295390476
109,-0.8141409682145259,-0.22855988110158526,2.774390063807788,0.47062498671317576
110,1.8978784080961997,0.7193899740313002,-0.36509154046492176,0.10043565539780631
111,-0.7249561554325916,-0.4614374491021753,-0.2883759448824771,-0.47826599097492073
112,-0.7706667983402343,-0.45325225329205515,-0.20032328547970168,-0.426155682370905
113,0.3128540960412679,-0.4587120038370058,-0.39232502473479747,-0.40066746566947414
114,-0.8280726666939477,-0.4655307560702512,-0.4054817793595705,-0.5305093826753043
115,-0.33288373351521544,-0.21665982271139164,-0.07469755802601508,0.02734100658679402
116,-0.3278152112676943,-0.21677791703756022,-0.07495798123432963,0.02698974774685978
117,2.280040073048645,0.12693719916927534,-0.36718727135059304,0.04741050552174398
118,-0.002812341845680088,-0.46494640878194404,-0.3991601674398174,-0.5308986125460502
119,-0.33403958740260253,-0.21667467879970406,-0.07433921883999604,0.0275838603325771
120,-0.5294056559561674,-0.4654433544358317,-0.4015404960806884,-0.5384211203311003
121,-0.5313158501335761,-0.46541469867379226,-0.4015480365599054,-0.5378772114800382
122,-0.004751080602366659,-0.4648919491482838,-0.39857413745889597,-0.5293746905793952
123,-0.8709696814756122,-0.4655379971848438,-0.4059805936787797,-0.535339879673902
124,-0.507428759205851,-0.41328603440170025,-0.23102561492633597,0.0502364437894246
125,1.9485031436064317,0.05582144014818821,-0.37197788567543855,-0.08460522492543578
126,1.9523870132376167,0.055744554696559326,-0.37220731619672276,-0.08453210185019364
127,-0.43666029458071903,-0.46522693968083834,-0.39713039347537454,-0.5246735477390941
128,2.276669367320324,0.12689038744435666,-0.3678675250868444,0.04651798712136102
129,-0.8251114977226377,-0.22860752654492092,2.7743735991522778,0.4704057832935413
130,-0.5365409350991247,-0.46554206382845154,-0.4014451340622142,-0.5386596512463145
131,-0.04393515735393446,-0.46449785801622007,-0.396162906737466,-0.4989426123592695
132,-0.8661681318193862,-0.46552564063544716,-0.4059404830454047,-0.5358423925007172
133,-0.7708182011008735,-0.45324641965123486,-0.20007209386196928,-0.4253949014689525
134,-0.6013353533290215,-0.4655534291655393,-0.4027155822073734,-0.5386271587738957
135,-0.32945976019788153,-0.21678182331036122,-0.07422276305015081,0.027279468074474053
136,0.045002730067076585,-0.4642466036900881,-0.39572176693436484,-0.4503219821178688
137,-0.527438337672829,-0.4654846191127506,-0.40142122810480724,-0.5384562873926297
138,-0.7676652586007183,-0.453186001017206,-0.19975586671975387,-0.4266662815936488
139,-0.30984756268447605,-0.46514610561841824,-0.3989685628752902,-0.5158143522798363
140,-0.7237123484980084,-0.4615626484966742,-0.28784830042227527,-0.47903837069992605
141,-0.17666163454424427,-0.4651894538943896,-0.39811662736169834,-0.500299887917206
142,-0.8184739190283944,-0.22845403096622935,2.7746264762475676,0.4694996126399162
143,1.8974791722801025,0.7192423366014999,-0.36475319900497094,0.10042925659178352
144,-0.18833492777568103,4.178719430569156,0.5429401140466368,4.258771818455399
145,-0.0429210557654275,-0.46444697827140446,-0.3956581324150315,-0.4997776945496846
146,-0.7658742841864603,-0.4531505567156494,-0.20033500186590214,-0.42588179104910623
147,2.2853029167056773,0.12687803174358353,-0.3672342105643739,0.047142567643354366
148,-0.3042133552666176,-0.46531522824253463,-0.3995997699466833,-0.5154949396028536
149,-0.5010698051718232,-0.41348048168857165,-0.23180518048365994,0.05114872605678436
150,-0.6330362030587277,-0.4635886673895569,-0.3504525746073482,-0.4671837816997206
151,-0.008701033720036265,-0.46481022399308897,-0.39925980855180243,-0.5304354233217667
152,0.26666994597411653,2.377917294182207,-0.03795737751114205,1.0427945692083505
153,2.219455619071911,0.8070553657340866,-0.25487097975972894,3.1498989335681613
154,-0.7650683927309908,-0.45331714875298745,-0.2003693569223408,-0.4256782092061227
155,-0.8933585912742201,-0.259272131879563,1.324464856225417,0.22585484382409485
156,-0.914291402979545,-0.46540759193741765,-0.4060637674685483,-0.5285367571177788
157,-0.1777363788896661,-0.4650397782940712,-0.39850647863235916,-0.4999146100263849
158,-0.8985574826324199,-0.2593567018656479,1.3238264437403497,0.22722279011679622
159,2.2189000840055715,0.8068377886909743,-0.25564457885738096,3.149377309598423
160,-0.825415611904223,2.520156223338012,3.742863245288815,0.641022210756849
161,-0.43678321649535523,-0.46521975468550775,-0.39732395559936373,-0.5252559803727981
162,-0.8934983922328604,-0.2593932076131284,1.3237484854763264,0.22626264387424963
163,-0.004256091374229075,-0.4649122227499304,-0.39926349488885526,-0.5294202667696651
164,1.9060915879638674,0.7191714499922442,-0.3646321762669171,0.10091478740692914
165,-0.4367777047266373,-0.4652303814860442,-0.3975316410479316,-0.5243282808342735
166,-0.3081902578400038,-0.4651604838664571,-0.3993905505529123,-0.5152448344403205
167,2.2775602584458077,0.12698745141708415,-0.3677849989518409,0.04747335427179216
168,2.2106420200239274,0.806891199815523,-0.25565191828574785,3.150065694903432
169,1.9463266835792514,0.05577265063488462,-0.3726114557942549,-0.0835428379646623
170,1.9474882851705144,0.05569198956282639,-0.3726586990684533,-0.08438415931466577
171,1.9540092908314128,0.05579129305960552,-0.37194115353719703,-0.08464339143805352
172,-0.60263048415672,-0.4654045552078736,-0.40266950009437724,-0.5373979663994403
173,-0.8310179321097766,-0.46545495255307895,-0.4051120984783213,-0.5300135969705321
174,-0.1883248864352194,4.17883245263686,0.5428581886633297,4.258435843761313
175,2.2769943991421475,0.1267810526589095,-0.3673474639889908,0.04733922074615225
176,1.9570022913878213,0.05587578635448512,-0.3722685850775401,-0.08333137334083482
177,-0.30393462827356643,-0.4653512574567856,-0.39890821222142564,-0.5147665119215392
178,0.633488308358234,-0.39081897994571374,-0.3641810992098306,-0.28008175206017094
179,2.211037310050992,0.8068981457001959,-0.2548855606700696,3.1492539314524017
180,-0.3391080150709869,-0.21667859559355795,-0.07441456197110342,0.02725793265700583
181,0.3186169865004204,-0.45858893863225025,-0.3917513903636632,-0.40076352954381966
182,-0.6321451560606183,-0.4635551825220592,-0.3508940211529424,-0.46672754898647867
183,-0.5285550049108845,-0.4653800184366029,-0.4010752426995681,-0.5386085000068404
184,-0.309613163405025,-0.4652093275918901,-0.399501742542508,-0.5152030219139316
185,-0.18742087496056573,4.178900226938667,0.5429978519133439,4.258160456897609
186,-0.8157325503990861,2.5202287228495224,3.7432731433018374,0.6415429272497303
187,-0.8204375074045358,2.520213830961767,3.7428943661926537,0.6420237350418975
188,-0.005755661447656089,-0.46483114843222756,-0.3984721413815318,-0.529546082837519
189,-0.5970273546015906,-0.46549646540272205,-0.402749957823474,-0.5382669259988018
190,1.5959914459240716,-0.31384090521697294,-0.3797454946921702,-0.10302639721275278
191,-0.8271055759626901,-0.4653878406272925,-0.40532001703007053,-0.5301200440058055
192,2.2826301018364106,0.12688763862166777,-0.3679482678040555,0.046642237490827444
193,1.896640567849327,0.7193541582136564,-0.36518052020079067,0.0998557757459545
194,-0.4973759500452563,-0.4134252523425036,-0.23105575644348247,0.05134621087380713
195,-0.3071353220557112,-0.46526862765531873,-0.3995258129744255,-0.5145424460080006
196,2.282326334189345,0.12689458872447518,-0.3677026200090051,0.04713892898999539
197,-0.49958500149515495,-0.41330760157719965,-0.23163515057651504,0.050119517977163915
198,-0.6375194149418847,-0.46362877811590286,-0.3510655137506123,-0.4676189400466612
199,-0.5031251551351089,-0.41329098408605125,-0.2312474443332162,0.05127972265707123
200,1.5976954858890973,-0.3138016193909088,-0.38012022669318085,-0.10234157137116998
201,-0.3086797578261063,-0.465351918642368,-0.39942913219253745,-0.5158292615970986
202,1.9522654489663336,0.05573998999646406,-0.3718247161560882,-0.0841623774995061
203,-0.05380304522643113,-0.4645717059508908,-0.3961501887238438,-0.5001936531383945
204,-0.7239467996007581,-0.4614841563966138,-0.2881314917970701,-0.4775254518407849
205,0.039146417135834166,-0.46408897099115365,-0.39581521900101924,-0.450563071906692
206,-0.601454543028942,-0.46538908906507603,-0.40304641765150234,-0.5375039325430019
207,-0.4337934668284832,-0.46536017814109587,-0.39716094133910934,-0.5241869203841634
208,-0.8157838094177084,2.5200746161141088,3.742847374214885,0.6414183174909884
209,-0.8348992843272441,-0.4654123572891189,-0.40527502375230284,-0.530207739540953
210,1.9058786056836454,0.7193868208420069,-0.3644648075277544,0.10014627718875509
211,0.27091420759442225,2.3779231319030614,-0.03743666154647375,1.0436377065685434
212,2.220447352596069,0.8070325379996809,-0.2553571446868359,3.149855683874791
213,-0.913620185435712,-0.4654860543223078,-0.40643455544974144,-0.531011410191911
214,-0.3093084649130754,-0.465164455904841,-0.3995235875738188,-0.5143660151310011
215,-0.30206121363829086,-0.4653103396019523,-0.3990482351391911,-0.5148930744065227
216,0.31662938949321384,-0.4585837680491876,-0.3920189591376952,-0.39917451022512784
217,0.6326152350919815,-0.3907699589833561,-0.36416847137957403,-0.2800064746606981
218,-0.303766634652083,-0.4651543078322828,-0.39905332845559766,-0.5150806553394598
219,0.04421090447139738,-0.4642505631852641,-0.3957685887633749,-0.44930620778431474
220,-0.9055809731894398,-0.46553621131169753,-0.40590143118384864,-0.5273225702860419
221,-0.5022128382638297,-0.41328989269652516,-0.23155813095517921,0.04988257429837625
222,-0.7184834279255441,-0.461559397852698,-0.28777050777720037,-0.47856618416908364
223,-0.7645762798636804,-0.4532678466461635,-0.20004018767033485,-0.42607501696304245
224,-0.8209113181948763,-0.22857037279070497,2.7744476273395993,0.4703813952555698
225,-0.9035491271116103,-0.4654548134122093,-0.4056168693002273,-0.5284925541255447
226,-0.8298432857267923,-0.4655656852163062,-0.4049863963778473,-0.5306250940007287
227,-0.6418616886121097,-0.46363984089486726,-0.3509205443975242,-0.4662084512552049
228,-0.5305470813738702,-0.4654804250433801,-0.40099801779469385,-0.5373549610533701
229,1.901899576049638,0.7192225594025029,-0.3643492782467351,0.10055515889741592
230,-0.4370199096068892,-0.46538360167418813,-0.39712031511366636,-0.5241096816387258
231,1.6016644033922098,-0.3138256907225114,-0.37984493668833136,-0.10183883939756373
232,0.2687165170046534,2.377958994169197,-0.03735139293694966,1.0436767177989081
233,-0.6355005758848961,-0.46354452633322113,-0.35098062753152337,-0.4672580400711565
234,-0.33018080872434113,-0.21680277690422847,-0.07467900683394207,0.026509505298003656
235,-0.7259402965316547,-0.4615365785928919,-0.2883769461744462,-0.4783670570191448
236,-0.17930202887649974,4.178802062796255,0.5433125799898257,4.25719390174671
237,-0.5365394458047521,-0.4653847226193872,-0.40111150609682217,-0.5386032114083031
238,2.2129214727484925,0.807053103096457,-0.25514528372484085,3.1495153343226643
239,-0.1766709842425835,-0.46513613282685146,-0.39794899466459527,-0.4991221373763884
240,-0.8930884077195559,-0.2592295364407959,1.3245517277123422,0.22673936720789628
241,-0.8220991150587783,2.5201753914315064,3.7428280612145635,0.6413500482844663
242,-0.5282059207708855,-0.46533789965899464,-0.4013409331000151,-0.5377463044446704
243,-0.8614282484021314,-0.46542585826050537,-0.4057499592343407,-0.5348582548690881
244,-0.33285865164958817,-0.21677764796033122,-0.07435529227742715,0.027183542423715738
245,-0.8725053957772699,-0.46541835266041853,-0.40549109379607307,-0.5359146458092919
246,-0.4971121800108248,-0.41329707883055256,-0.23153182274327908,0.04995079607758782
247,-0.9108143198636937,-0.465533430501305,-0.40567628368274994,-0.5277048979182055
248,0.31051622072154755,-0.4586772173907236,-0.3919071775654486,-0.40092229238278376
249,0.6368960685615823,-0.3909685657671833,-0.36403581527662104,-0.27934987425268254
250,2.274285217705358,0.12700461071751726,-0.36780914452011443,0.046373802684403775
251,-0.6014957850291708,-0.46546924340573587,-0.402376068107061,-0.5381879325922404
252,-0.7239341428646235,-0.4613832511866644,-0.28823989260778154,-0.478630773300305
253,-0.32901845060191653,-0.21665915061372193,-0.07455962607315592,0.026034411594916068
254,-0.8160350948543204,2.520133572945243,3.743436550039991,0.641835488608124
255,-0.8946739533636814,-0.2593556195450217,1.3238253337192754,0.22665167347692036
256,-0.18849821161516545,4.17882829295973,0.542572690232693,4.2577721590887485
257,-0.4407603314957358,-0.4653833613351973,-0.397269401841008,-0.5245162636085114
258,2.2104661546054776,0.8069458637523166,-0.25559762967871874,3.149754181153396
259,-0.8318513172872223,-0.46552807233650995,-0.40481546059639767,-0.5309248571445101
260,-0.30662993772173236,-0.4652679603206279,-0.39950257156633856,-0.5158868634936506
261,-0.6000306166092504,-0.4655336610182509,-0.4024661665116322,-0.537505716064347
262,-0.18635781517376274,4.178873707014122,0.543046651936427,4.258280038245542
263,-0.18555610517091617,4.178851040953512,0.5428466125053685,4.257790593930962
264,-0.052382733136732446,-0.46443369371570953,-0.3955227863114978,-0.49969500601276484
265,-0.726352940916781,-0.4614817861398748,-0.28757872225464454,-0.4784881214050383
266,-0.18745586998248498,4.178770236921395,0.5432251764707209,4.25733753170459
267,-0.8186709959667553,2.5201924846377697,3.7432104243573665,0.6412470992657467
268,-0.6415330790109784,-0.4637310881667248,-0.3509614219767333,-0.46609723210419185
269,-0.3353629006964267,-0.21666089041875297,-0.07498440694980804,0.026334513836439154
270,-0.9050679620146631,-0.46550425836482734,-0.4056736572813064,-0.5321632883541257
271,-0.8940727261069382,-0.25944315488822556,1.3245387904481174,0.22577106337306732
272,-0.8299806094271271,-0.465482211541411,-0.40495717365867845,-0.5307338959106236
273,1.8972128718608732,0.7192593481270091,-0.3644152048642486,0.10022207011292639
274,0.034014091074757336,-0.464117407001814,-0.39601434319353096,-0.44965224776148466
275,-0.8174239126510119,2.520152631221161,3.743189976524997,0.6412761183353939
276,-0.5929794456791223,-0.4654354560116153,-0.4023866585368664,-0.5387537099185468
277,-0.44067807365744993,-0.465245049654964,-0.39695542222753655,-0.5243387317510251
278,-0.5032188738067668,-0.4134081231945413,-0.23168432854393098,0.04993482709263079
279,-0.3097561812544935,-0.4653350596015929,-0.3992637560741907,-0.5149365450559344
280,1.5935899734494965,-0.31376456830509447,-0.3797152309851196,-0.10290803540318942
281,-0.815119073818535,2.520032691613081,3.743414230469878,0.6416306227673222
282,-0.3113523057900635,-0.46516741031878633,-0.3993504469755009,-0.5150149122565197
283,0.6353509515910254,-0.3908743417092731,-0.3635961769929419,-0.2791504868813398
284,1.901208819757691,0.7193166682660805,-0.36514597520134456,0.10121288111540166
285,-0.643775815936641,-0.4635125296264947,-0.3504239840165198,-0.46606209560588646
286,-0.5951749819616122,-0.46553609896215004,-0.4032117419096297,-0.5376961238623961
287,2.21569679648152,0.8070098474075771,-0.25496470767434704,3.149060974097131
288,-0.009122339770561707,-0.46479000370113777,-0.39920753006417,-0.5294598403854777
289,-0.1765157746796811,-0.46500682543087335,-0.39820288585191904,-0.49908757366671563
290,-0.8697125035612316,-0.46547814525999437,-0.40599095164087134,-0.5353775346582518
291,-0.003447801774266887,-0.4648697304431285,-0.3987854432090582,-0.530809862123101
292,-0.9073263021567396,-0.46537507451096544,-0.40595920027111215,-0.5320174411468757
293,2.2748639817252037,0.12692625689460574,-0.36790155388785584,0.04634198823558687
294,0.31402723470235494,-0.45860644588880795,-0.3917662671862831,-0.400001082829721
295,-0.005993592437316069,-0.4649334501687623,-0.3990084564569875,-0.5301554634376013
296,0.045589335937709356,-0.4642887293867538,-0.39578876999547535,-0.4500034801091554
297,-0.6444461419196696,-0.4635735605354628,-0.35048714857275365,-0.46627333336388993
298,1.9020481431837124,0.7191699302331931,-0.36491254872325973,0.10158270504865055
299,-0.3387862779185858,-0.21671126766843582,-0.07502224590111115,0.026653830815297933
300,-0.5304422273396608,-0.46548888616100853,-0.40147851634457815,-0.5372202858705394
301,-0.633441771185308,-0.4636945116002518,-0.35027431241831636,-0.4672101235235798
302,2.2759143937465027,0.12696635739799508,-0.3672841385680732,0.04694523665190841
303,-0.3108278963994234,-0.4651909059531492,-0.39954685489958086,-0.514668241517194
304,-0.8335198458900006,-0.46551407858162824,-0.40522244643415917,-0.5305211371073113
305,-0.908738493613873,-0.46537614654471815,-0.40597248881664466,-0.5275715467548037
306,-0.30640972129722693,-0.46525195659304175,-0.3988956831150523,-0.5158836835772231
307,-0.4419436139221933,-0.4653863088807053,-0.3976366418886346,-0.5252774511577265
308,-0.3081473374733585,-0.4653136854192147,-0.3989352687879681,-0.5156564961557304
309,2.282826170292056,0.12691725172773632,-0.36765773197370777,0.04785340964999462
310,-0.7177213924750797,-0.4614013688815614,-0.2877401163315742,-0.4790662514400154
311,-0.4346379369353275,-0.4653959721907842,-0.3969845056511044,-0.5255025468814779
312,1.9046243491629402,0.7193481638461812,-0.3643194699733849,0.10054934575359248
313,1.904361147668631,0.7192001062415245,-0.3645569267508736,0.1009769812108298
314,-0.5082650522845252,-0.41326870888819583,-0.2312777526270799,0.05068445512265056
315,-0.8214140089048229,2.5201282672669345,3.7434454271777167,0.6409266032764109
316,-0.31239395380664997,-0.46534857430198723,-0.3994164050249343,-0.5152449001170097
317,-0.8225430308833249,2.5202174342863346,3.742977981412616,0.6415172186988773
318,-0.829517923295332,-0.4655272813717336,-0.40470503721181195,-0.5309616402256059
319,-0.6364056394705941,-0.4636459855823658,-0.3504242060240781,-0.4671975777253306
320,0.6323304824058446,-0.3907659063941524,-0.36400357629291047,-0.27912680962767805
321,2.2212341219112264,0.8070107298791231,-0.2554053550607171,3.1495912203017555
322,0.26600263565599674,2.3779104557123474,-0.037651102453503824,1.0429956547010149
323,0.03926062699512537,-0.4642099438736709,-0.3958917532622269,-0.4495048571728757
324,1.8998693967830171,0.7192021276120942,-0.3647277977105358,0.10064697549884687
325,2.2109335963585943,0.8070113530569035,-0.25554346990701376,3.1501256149240744
326,1.898105851565043,0.719226964082073,-0.36427679071628954,0.1003260095455322
327,-0.00021479649696249238,-0.46489036222189595,-0.3991652231937438,-0.5300278320952007
328,-0.5245951277424652,-0.4655726432506535,-0.4015641741935259,-0.5383567585736838
329,-0.17840336946052054,-0.46499748200271296,-0.39836918371467583,-0.49957236750160416
330,-0.18136589518620466,-0.46504288130481564,-0.39814771113284614,-0.49998803225881766
331,-0.8906325120234477,-0.2592736382008282,1.3240619819124857,0.22593545565013678
332,-0.4416994604120751,-0.4652281753345534,-0.3974989723553725,-0.5246492760332198
333,-0.8934729585370673,-0.25928054016424595,1.3240060285989748,0.2264425895970821
334,0.6331991993757599,-0.39075466451690666,-0.36339988436867443,-0.2807084641951339
335,-0.8243153510307114,-0.228633734058437,2.7746002345764436,0.4711280560288878
336,-0.3099034199954381,-0.46534972617411463,-0.3992576157800019,-0.5150534934357587
337,1.5962864899498708,-0.31390322632142337,-0.3798611019354008,-0.10268235655959836
338,-0.8282329171988231,-0.465468955424376,-0.405388426245975,-0.5297902218320522
339,-0.04658987495637827,-0.46446956184993654,-0.3957207224208594,-0.4989262078455156
340,-0.8951745427690695,-0.2592777048160222,1.3243503315376424,0.2262800698591872
341,-0.7148053297156277,-0.4614013959479687,-0.2880378718386963,-0.47889761631350447
342,-0.04347431109613719,-0.46448288489329564,-0.39603070197537876,-0.4996892005582709
